Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
South Africa,ZAF,2003,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,29.8471840658482
South Africa,ZAF,2002,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,29.3720810439732
South Africa,ZAF,2001,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,28.896978021875
South Africa,ZAF,2000,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,28.421875
South Africa,ZAF,1999,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,28.5625
South Africa,ZAF,1998,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,28.6116071428571
South Africa,ZAF,1997,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,28.6607142857143
South Africa,ZAF,1996,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,28.7098214285714
South Africa,ZAF,1995,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,28.7589285714286
South Africa,ZAF,1994,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,28.940625
South Africa,ZAF,1993,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,29.1223214285714
South Africa,ZAF,1992,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,29.3040178571429
South Africa,ZAF,1991,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,29.4857142857143
South Africa,ZAF,1990,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,29.6674107142857
South Africa,ZAF,2020,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2019,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2018,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2017,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2016,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2015,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2014,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2013,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2012,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2011,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2010,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2009,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2008,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2007,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2006,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2005,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2004,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2003,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2002,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2001,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2000,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1999,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1998,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1997,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1996,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1995,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1994,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1993,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1992,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1991,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1990,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1989,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1988,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1987,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1986,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1985,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1984,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1983,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1982,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1981,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1980,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1979,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1978,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1977,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1976,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1975,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1974,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1973,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1972,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1971,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1970,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1969,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1968,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1967,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1966,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1965,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1964,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1963,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1962,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,1961,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,44.8
South Africa,ZAF,2020,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,761.879793497244
South Africa,ZAF,2019,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,771.256177473621
South Africa,ZAF,2018,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,781.309472932641
South Africa,ZAF,2017,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,790.943569018804
South Africa,ZAF,2016,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,794.01266244604
South Africa,ZAF,2015,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,801.768127798403
South Africa,ZAF,2014,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,818.570574423313
South Africa,ZAF,2013,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,831.575886794011
South Africa,ZAF,2012,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,842.976238249772
South Africa,ZAF,2011,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,854.255522509299
South Africa,ZAF,2010,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,865.116700670452
South Africa,ZAF,2009,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,875.499667495779
South Africa,ZAF,2008,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,885.974104400815
South Africa,ZAF,2007,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,896.070000988477
South Africa,ZAF,2006,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,905.201262206174
South Africa,ZAF,2005,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,913.965882184045
South Africa,ZAF,2004,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,922.644667852141
South Africa,ZAF,2003,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,931.314553818839
South Africa,ZAF,2002,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,939.961747753124
South Africa,ZAF,2001,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,948.555394597562
South Africa,ZAF,2000,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,956.993686362323
South Africa,ZAF,1999,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,966.252738803487
South Africa,ZAF,1998,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,977.053079673488
South Africa,ZAF,1997,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,989.289003293096
South Africa,ZAF,1996,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1003.0987915951
South Africa,ZAF,1995,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1018.50394320167
South Africa,ZAF,1994,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1035.40766010303
South Africa,ZAF,1993,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1053.48704210938
South Africa,ZAF,1992,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1072.77753958232
South Africa,ZAF,1991,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1095.06110575408
South Africa,ZAF,1990,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1123.43856458656
South Africa,ZAF,1989,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1158.56024477068
South Africa,ZAF,1988,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1198.05787330875
South Africa,ZAF,1987,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1240.33298178568
South Africa,ZAF,1986,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1284.48343437841
South Africa,ZAF,1985,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1327.29084177615
South Africa,ZAF,1984,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1367.17886334153
South Africa,ZAF,1983,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1405.92350721678
South Africa,ZAF,1982,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1444.11700738856
South Africa,ZAF,1981,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1481.84601364072
South Africa,ZAF,1980,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1520.5228670857
South Africa,ZAF,1979,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1561.13803338563
South Africa,ZAF,1978,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1603.23825498252
South Africa,ZAF,1977,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1647.06863327642
South Africa,ZAF,1976,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1691.82373311481
South Africa,ZAF,1975,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1737.91847951995
South Africa,ZAF,1974,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1786.49644758372
South Africa,ZAF,1973,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1837.38238958388
South Africa,ZAF,1972,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1890.4144467835
South Africa,ZAF,1971,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1945.16704360791
South Africa,ZAF,1970,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,2002.83383104648
South Africa,ZAF,1969,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,2064.11529115959
South Africa,ZAF,1968,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,2128.21143780635
South Africa,ZAF,1967,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,2194.92964393097
South Africa,ZAF,1966,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,2263.7957761108
South Africa,ZAF,1965,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,2334.89065675784
South Africa,ZAF,1964,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,2408.20117209516
South Africa,ZAF,1963,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,2483.06541076026
South Africa,ZAF,1962,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,2559.5417688936
South Africa,ZAF,1961,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,2636.92839279685
South Africa,ZAF,2022,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,1843030000
South Africa,ZAF,2021,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,826300000
South Africa,ZAF,2018,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,4313240000
South Africa,ZAF,2016,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,779400000
South Africa,ZAF,2015,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,4035440000
South Africa,ZAF,2014,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,87000000
South Africa,ZAF,2013,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,3941690000
South Africa,ZAF,2012,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,5648610000
South Africa,ZAF,2010,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,6000000
South Africa,ZAF,2006,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,9900000
South Africa,ZAF,2005,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,7000000
South Africa,ZAF,2003,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,1200000000
South Africa,ZAF,2001,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,28400000
South Africa,ZAF,2000,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,15900000
South Africa,ZAF,1995,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,3000000
South Africa,ZAF,2022,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,198450000
South Africa,ZAF,2016,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,229820000
South Africa,ZAF,2005,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,15000000
South Africa,ZAF,1997,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,260000000
South Africa,ZAF,1994,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,316800000
South Africa,ZAF,2019,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,13500000
South Africa,ZAF,2011,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,97000000
South Africa,ZAF,2006,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,3483000000
South Africa,ZAF,2003,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,17000000
South Africa,ZAF,2001,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,484000000
South Africa,ZAF,2000,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,3700000
South Africa,ZAF,1999,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,794700000
South Africa,ZAF,1998,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,165700000
South Africa,ZAF,1997,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,426000000
South Africa,ZAF,2000,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,31300000
South Africa,ZAF,1999,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,56900000
South Africa,ZAF,2022,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,1843030000
South Africa,ZAF,2021,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,826300000
South Africa,ZAF,2018,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,4313240000
South Africa,ZAF,2016,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,779400000
South Africa,ZAF,2015,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,3906440000
South Africa,ZAF,2014,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,87000000
South Africa,ZAF,2013,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,3941690000
South Africa,ZAF,2012,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,5648610000
South Africa,ZAF,2010,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,6000000
South Africa,ZAF,2006,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,9900000
South Africa,ZAF,2005,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,7000000
South Africa,ZAF,2003,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,1200000000
South Africa,ZAF,1995,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,3000000
South Africa,ZAF,2022,Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD,198450000
South Africa,ZAF,2016,Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD,229820000
South Africa,ZAF,2019,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,13500000
South Africa,ZAF,2011,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,97000000
South Africa,ZAF,2006,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,3483000000
South Africa,ZAF,2003,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,17000000
South Africa,ZAF,2001,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,484000000
South Africa,ZAF,1999,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,794700000
South Africa,ZAF,1997,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,426000000
South Africa,ZAF,2000,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,31300000
South Africa,ZAF,1999,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,56900000
South Africa,ZAF,2021,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,833
South Africa,ZAF,2020,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,738
South Africa,ZAF,2019,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,908
South Africa,ZAF,2018,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,966
South Africa,ZAF,2017,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,1114
South Africa,ZAF,2016,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,1107
South Africa,ZAF,2015,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,1237
South Africa,ZAF,2014,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,1201
South Africa,ZAF,2013,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,1287
South Africa,ZAF,2012,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,1347
South Africa,ZAF,2011,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,1191
South Africa,ZAF,2009,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,996
South Africa,ZAF,2008,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,1200
South Africa,ZAF,2007,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,1207
South Africa,ZAF,2006,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,926
South Africa,ZAF,2005,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,802
South Africa,ZAF,2004,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,751
South Africa,ZAF,2003,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,540
South Africa,ZAF,2002,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,428
South Africa,ZAF,2001,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,466
South Africa,ZAF,2000,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,518
South Africa,ZAF,1999,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,504
South Africa,ZAF,1998,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,846
South Africa,ZAF,1997,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,703
South Africa,ZAF,1996,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,495
South Africa,ZAF,1995,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,593
South Africa,ZAF,1994,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,593
South Africa,ZAF,1993,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,255
South Africa,ZAF,1992,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,177
South Africa,ZAF,1991,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,238
South Africa,ZAF,1990,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,245
South Africa,ZAF,1988,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,233
South Africa,ZAF,1987,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,200
South Africa,ZAF,1986,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,274
South Africa,ZAF,1984,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,375
South Africa,ZAF,1983,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,299
South Africa,ZAF,1982,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,341
South Africa,ZAF,2021,"Industrial design applications, resident, by count",IP.IDS.RSCT,728
South Africa,ZAF,2020,"Industrial design applications, resident, by count",IP.IDS.RSCT,970
South Africa,ZAF,2019,"Industrial design applications, resident, by count",IP.IDS.RSCT,976
South Africa,ZAF,2018,"Industrial design applications, resident, by count",IP.IDS.RSCT,977
South Africa,ZAF,2017,"Industrial design applications, resident, by count",IP.IDS.RSCT,1012
South Africa,ZAF,2016,"Industrial design applications, resident, by count",IP.IDS.RSCT,1087
South Africa,ZAF,2015,"Industrial design applications, resident, by count",IP.IDS.RSCT,723
South Africa,ZAF,2014,"Industrial design applications, resident, by count",IP.IDS.RSCT,772
South Africa,ZAF,2013,"Industrial design applications, resident, by count",IP.IDS.RSCT,950
South Africa,ZAF,2012,"Industrial design applications, resident, by count",IP.IDS.RSCT,1014
South Africa,ZAF,2011,"Industrial design applications, resident, by count",IP.IDS.RSCT,853
South Africa,ZAF,2009,"Industrial design applications, resident, by count",IP.IDS.RSCT,1017
South Africa,ZAF,2008,"Industrial design applications, resident, by count",IP.IDS.RSCT,915
South Africa,ZAF,2007,"Industrial design applications, resident, by count",IP.IDS.RSCT,1036
South Africa,ZAF,2006,"Industrial design applications, resident, by count",IP.IDS.RSCT,1036
South Africa,ZAF,2005,"Industrial design applications, resident, by count",IP.IDS.RSCT,923
South Africa,ZAF,2004,"Industrial design applications, resident, by count",IP.IDS.RSCT,871
South Africa,ZAF,2003,"Industrial design applications, resident, by count",IP.IDS.RSCT,638
South Africa,ZAF,2002,"Industrial design applications, resident, by count",IP.IDS.RSCT,696
South Africa,ZAF,2001,"Industrial design applications, resident, by count",IP.IDS.RSCT,590
South Africa,ZAF,2000,"Industrial design applications, resident, by count",IP.IDS.RSCT,711
South Africa,ZAF,1999,"Industrial design applications, resident, by count",IP.IDS.RSCT,840
South Africa,ZAF,1998,"Industrial design applications, resident, by count",IP.IDS.RSCT,623
South Africa,ZAF,1997,"Industrial design applications, resident, by count",IP.IDS.RSCT,360
South Africa,ZAF,1996,"Industrial design applications, resident, by count",IP.IDS.RSCT,841
South Africa,ZAF,1995,"Industrial design applications, resident, by count",IP.IDS.RSCT,650
South Africa,ZAF,1994,"Industrial design applications, resident, by count",IP.IDS.RSCT,430
South Africa,ZAF,1993,"Industrial design applications, resident, by count",IP.IDS.RSCT,422
South Africa,ZAF,1992,"Industrial design applications, resident, by count",IP.IDS.RSCT,955
South Africa,ZAF,1991,"Industrial design applications, resident, by count",IP.IDS.RSCT,715
South Africa,ZAF,1990,"Industrial design applications, resident, by count",IP.IDS.RSCT,852
South Africa,ZAF,1988,"Industrial design applications, resident, by count",IP.IDS.RSCT,1946
South Africa,ZAF,1987,"Industrial design applications, resident, by count",IP.IDS.RSCT,833
South Africa,ZAF,1986,"Industrial design applications, resident, by count",IP.IDS.RSCT,823
South Africa,ZAF,1984,"Industrial design applications, resident, by count",IP.IDS.RSCT,851
South Africa,ZAF,1983,"Industrial design applications, resident, by count",IP.IDS.RSCT,863
South Africa,ZAF,1982,"Industrial design applications, resident, by count",IP.IDS.RSCT,947
South Africa,ZAF,2021,"Trademark applications, nonresident, by count",IP.TMK.NRCT,14077
South Africa,ZAF,2020,"Trademark applications, nonresident, by count",IP.TMK.NRCT,14219
South Africa,ZAF,2019,"Trademark applications, nonresident, by count",IP.TMK.NRCT,15788
South Africa,ZAF,2018,"Trademark applications, nonresident, by count",IP.TMK.NRCT,15820
South Africa,ZAF,2017,"Trademark applications, nonresident, by count",IP.TMK.NRCT,15337
South Africa,ZAF,2016,"Trademark applications, nonresident, by count",IP.TMK.NRCT,15112
South Africa,ZAF,2015,"Trademark applications, nonresident, by count",IP.TMK.NRCT,15326
South Africa,ZAF,2014,"Trademark applications, nonresident, by count",IP.TMK.NRCT,14943
South Africa,ZAF,2013,"Trademark applications, nonresident, by count",IP.TMK.NRCT,15199
South Africa,ZAF,2012,"Trademark applications, nonresident, by count",IP.TMK.NRCT,14105
